data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,52364365,,51
2023,52364366,,51
2023,52364387,,51
2023,52364397,,51
2023,52364398,,51
2023,52364399,,51
2023,52364400,,51
2023,52364401,,51
2023,52364411,,51
2023,52840060,,51
2023,53235269,,3
2023,52840065,,51
2023,52840067,,3
2023,52840070,,51
2023,52840071,,51
2023,52364421,,51
2023,52364432,,51
2023,52840083,,51
2023,52364496,,51
2023,52840089,,51
2023,52364559,,51
2023,52840093,,51
2023,52840095,,51
2023,52840096,,51
2023,52364705,,51
2023,52364745,,51
2023,52364835,,51
2023,52364863,,51
2023,52364877,,51
2023,52840107,,51
2023,52840112,,51
2023,52840117,,51
2023,52365020,,51
2023,52840126,,4
2023,52840128,,51
2023,52840132,,51
2023,52840133,,51
2023,52840158,,51
2023,52840161,,51
2023,52840163,,51
2023,52840166,,51
2023,52840169,,51
2023,52840172,,51
2023,52840184,,51
2023,52840186,,51
2023,52840189,,51
2023,52840195,,51
2023,53732315,,51
2023,52840207,,51
2023,52840209,,51
2023,52840223,,52
2023,52840226,,51
2023,52840228,,51
2023,52840231,,51
2023,52840233,,51
2023,52840242,,51
2023,52840251,,51
2023,52840255,,51
2023,52840257,,51
2023,52840263,,51
2023,52840264,,51
2023,52840266,,51
2023,52840268,,51
2023,52840270,,51
2023,52840276,,51
2023,52840279,,51
2023,52840288,,51
2023,52840292,,51
2023,52840301,,51
2023,52840303,,51
2023,52840307,,51
2023,52840311,,51
2023,52840321,,51
2023,52840326,,3
2023,52840331,,51
2023,52840335,,51
2023,52840341,,51
2023,52840345,,51
2023,52840346,,51
2023,52840349,,51
2023,54438456,,51
2023,52840362,,3
2023,52840364,,51
2023,52840370,,51
2023,52840373,,3
2023,52840379,,51
2023,52840388,,51
2023,52840396,,51
2023,52840398,,51
2023,52840400,,51
2023,52840405,,51
2023,52840407,,51
2023,52840411,,51
2023,52840416,,3
2023,52840416,,5
2023,52840418,,51
2023,52840421,,51
2023,52840423,,51
2023,52840425,,51
2023,52840437,,51
2023,52840445,,51
2023,52840447,,1
2023,52840461,,51
2023,52840463,,51
2023,52840465,,51
2023,52840468,,51
2023,52840473,,51
2023,52840482,,51
2023,52840485,,51
2023,52840487,,51
2023,52840494,,3
2023,52840500,,51
2023,52840502,,51
2023,52840504,,52
2023,52840511,,51
2023,52840513,,51
2023,52840516,,51
2023,52840524,,51
2023,52840533,,3
2023,52840540,,51
2023,52840545,,51
2023,52840551,,51
2023,52840562,,51
2023,52840564,,51
2023,52840566,,51
2023,52840569,,51
2023,52840570,,51
2023,52840572,,51
2023,52840576,,51
2023,53235270,,51
2023,52840585,,51
2023,52840589,,3
2023,52840590,,51
2023,52840597,,51
2023,55140327,,51
2023,52840607,,51
2023,52840615,,51
2023,53235271,,3
2023,52840617,,51
2023,52840619,,51
2023,52840629,,51
2023,52840631,,51
2023,52840633,,51
2023,52840643,,51
2023,52840645,,51
2023,52840649,,51
2023,52840656,,51
2023,53235272,,51
2023,52840659,,51
2023,53235273,,51
2023,53235274,,51
2023,52840662,,51
2023,52840667,,51
2023,53235275,,3
2023,52840673,,51
2023,52840675,,51
2023,53235276,,53
2023,52840682,,51
2023,54438459,,51
2023,54438460,,51
2023,52840686,,51
2023,55140328,,51
2023,53235278,,51
2023,52840690,,51
2023,52840692,,51
2023,52840695,,51
2023,53235279,,3
2023,53235280,,51
2023,53235281,,51
2023,52840706,,51
2023,53235282,,51
2023,53235283,,51
2023,53235284,,51
2023,53235285,,51
2023,52840723,,51
2023,52840726,,51
2023,52840729,,51
2023,52840731,,51
2023,53235286,,51
2023,53235287,,51
2023,53235288,,51
2023,53235289,,51
2023,53235290,,51
2023,52840736,,51
2023,52840738,,51
2023,53235291,,51
2023,53235292,,51
2023,53235293,,51
2023,53732318,,51
2023,53235294,,51
2023,53235295,,51
2023,53235296,,51
2023,53235297,,51
2023,53235298,,4
2023,53235299,,51
2023,53235300,,51
2023,54438461,,51
2023,53235301,,3
2023,53235302,,51
2023,53235303,,51
2023,53235304,,51
2023,53235305,,51
2023,53235306,,51
2023,53235307,,51
2023,53235308,,51
2023,53235309,,51
2023,53732319,,4
2023,53235310,,51
2023,53235311,,53
2023,53235312,,51
2023,53235313,,51
2023,53235314,,51
2023,53235315,,52
2023,53235316,,51
2023,53235317,,51
2023,53235318,,51
2023,53235319,,51
2023,53235320,,3
2023,53235321,,51
2023,53235322,,51
2023,53235323,,51
2023,53235324,,51
2023,53235325,,4
2023,53235326,,51
2023,53235327,,51
2023,56898018,,51
2023,53235328,,51
2023,53235329,,3
2023,53235330,,51
2023,53235331,,51
2023,53235332,,51
2023,53235333,,51
2023,53235334,,51
2023,53235335,,51
2023,53235336,,51
2023,53235337,,51
2023,55140329,,51
2023,53235338,,51
2023,53235339,,51
2023,53235340,,51
2023,53235341,,51
2023,53235342,,51
2023,53235343,,51
2023,53235344,,51
2023,53235345,,51
2023,53235346,,51
2023,53235347,,51
2023,53235348,,51
2023,53235349,,51
2023,53235350,,51
2023,53235351,,51
2023,53235352,,51
2023,53235353,,51
2023,53235354,,51
2023,53235355,,51
2023,53235356,,51
2023,54438465,,51
2023,53235358,,51
2023,53235359,,51
2023,53235360,,51
2023,53235361,,51
2023,53235362,,4
2023,53732321,,51
2023,53235363,,3
2023,53732322,,51
2023,53235364,,51
2023,53235365,,51
2023,53235366,,51
2023,53235367,,51
2023,53235368,,51
2023,53235369,,51
2023,53732323,,51
2023,53235371,,51
2023,53235372,,51
2023,53235373,,51
2023,53235374,,51
2023,53235375,,51
2023,53235376,,51
2023,53235377,,51
2023,53235378,,51
2023,53235379,,51
2023,53732324,,51
2023,53235381,,51
2023,53732325,,51
2023,53235382,,51
2023,53235383,,51
2023,53235384,,51
2023,53235385,,51
2023,53235386,,51
2023,53235387,,51
2023,53235388,,51
2023,53235389,,51
2023,53235390,,51
2023,53235391,,51
2023,53235392,,52
2023,53235393,,51
2023,53235394,,51
2023,53235395,,51
2023,53235398,,51
2023,53235399,,51
2023,53235400,,51
2023,53235401,,51
2023,53732327,,51
2023,53235407,,51
2023,53235408,,51
2023,53235409,,51
2023,54438467,,51
2023,53235411,,51
2023,53732328,,51
2023,53235415,,51
2023,53235416,,51
2023,53235417,,3
2023,53235421,,51
2023,53235427,,51
2023,53732330,,51
2023,53235430,,51
2023,53235431,,51
2023,53235435,,51
2023,56333519,,51
2023,53235439,,51
2023,53732332,,3
2023,53732333,,51
2023,53732334,,51
2023,53235444,,51
2023,53732335,,51
2023,53732336,,51
2023,53732337,,51
2023,53235448,,51
2023,53732338,,51
2023,53235449,,51
2023,53235452,,51
2023,53235454,,51
2023,53732339,,51
2023,53732340,,51
2023,53732341,,51
2023,53732342,,51
2023,53235457,,51
2023,53732345,,51
2023,53732347,,52
2023,53235459,,51
2023,53732350,,51
2023,53732351,,51
2023,53732353,,51
2023,53732354,,51
2023,53732355,,52
2023,53732356,,52
2023,53732358,,51
2023,53732359,,3
2023,53732360,,3
2023,53732362,,51
2023,53732363,,51
2023,53732364,,51
2023,53732365,,51
2023,54438469,,51
2023,54438470,,51
2023,53732370,,51
2023,53732371,,51
2023,53732374,,51
2023,53732376,,51
2023,53732378,,51
2023,53732379,,51
2023,53732380,,51
2023,53732381,,51
2023,53732382,,51
2023,53732388,,51
2023,55140330,,3
2023,53732389,,51
2023,53732391,,51
2023,53732392,,51
2023,54438472,,51
2023,53732395,,51
2023,53732397,,51
2023,53732399,,51
2023,54438474,,51
2023,53732401,,51
2023,53732402,,51
2023,53732403,,51
2023,53732406,,51
2023,53732407,,51
2023,53732408,,51
2023,53732409,,3
2023,53732410,,3
2023,53732411,,51
2023,54438475,,51
2023,53732414,,3
2023,53732415,,51
2023,53732416,,51
2023,53732417,,51
2023,53732418,,51
2023,53732419,,51
2023,53732420,,51
2023,53732422,,51
2023,53732423,,51
2023,54438476,,51
2023,53732424,,51
2023,53732425,,51
2023,53732428,,51
2023,53732429,,51
2023,53732431,,51
2023,53732433,,51
2023,53732434,,51
2023,53732435,,51
2023,53732436,,51
2023,53732437,,51
2023,53732438,,51
2023,53732440,,51
2023,53732441,,51
2023,54438478,,51
2023,54438479,,51
2023,53732443,,51
2023,53732444,,51
2023,53732445,,51
2023,53732446,,3
2023,53732447,,51
2023,53732449,,51
2023,53732450,,51
2023,54438480,,3
2023,53732452,,51
2023,53732453,,51
2023,53732454,,51
2023,53732455,,51
2023,53732456,,3
2023,53732457,,51
2023,53732458,,51
2023,53732459,,51
2023,53732461,,51
2023,53732462,,51
2023,53732463,,51
2023,53732464,,51
2023,53732465,,51
2023,53732466,,51
2023,53732467,,51
2023,53732468,,3
2023,53732469,,51
2023,53732470,,51
2023,53732471,,51
2023,55140331,,51
2023,53732474,,51
2023,56333520,,51
2023,53732477,,51
2023,53732478,,51
2023,53732480,,51
2023,53732481,,51
2023,53732482,,51
2023,53732483,,51
2023,54438482,,3
2023,53732484,,51
2023,53732485,,51
2023,53732486,,6
2023,53732488,,1
2023,53732489,,51
2023,55140332,,51
2023,53732493,,51
2023,53732494,,51
2023,57440217,,4
2023,53732495,,51
2023,54438483,,51
2023,53732497,,51
